#    	x	    f(x)	         f'(x)	    f'(x) 	   f''(x)	    f''(x)
#    	 	         	       analytical    finite    analytical    finite
     0.830	     0.074	    -0.510	    -0.509	     0.946	     0.946
     0.832	     0.073	    -0.508	    -0.507	     0.943	     0.943
     0.834	     0.072	    -0.506	    -0.505	     0.941	     0.941
     0.836	     0.071	    -0.505	    -0.504	     0.938	     0.938
     0.838	     0.070	    -0.503	    -0.502	     0.935	     0.935
     0.840	     0.069	    -0.501	    -0.500	     0.932	     0.932
     0.842	     0.068	    -0.499	    -0.498	     0.930	     0.930
     0.844	     0.067	    -0.497	    -0.496	     0.927	     0.927
     0.846	     0.066	    -0.495	    -0.494	     0.924	     0.924
     0.848	     0.065	    -0.493	    -0.492	     0.922	     0.922
     0.850	     0.064	    -0.492	    -0.491	     0.919	     0.919
     0.852	     0.063	    -0.490	    -0.489	     0.916	     0.916
     0.854	     0.062	    -0.488	    -0.487	     0.914	     0.914
     0.856	     0.061	    -0.486	    -0.485	     0.911	     0.911
     0.858	     0.060	    -0.484	    -0.483	     0.908	     0.908
     0.860	     0.059	    -0.482	    -0.482	     0.906	     0.906
     0.862	     0.058	    -0.481	    -0.480	     0.903	     0.903
     0.864	     0.057	    -0.479	    -0.478	     0.900	     0.900
     0.866	     0.056	    -0.477	    -0.476	     0.898	     0.898
     0.868	     0.055	    -0.475	    -0.474	     0.895	     0.895
     0.870	     0.054	    -0.473	    -0.473	     0.892	     0.892
     0.872	     0.054	    -0.472	    -0.471	     0.890	     0.890
     0.874	     0.053	    -0.470	    -0.469	     0.887	     0.888
     0.876	     0.052	    -0.468	    -0.467	     0.885	     0.885
     0.878	     0.051	    -0.466	    -0.465	     0.882	     0.882
     0.880	     0.050	    -0.465	    -0.464	     0.879	     0.879
     0.882	     0.049	    -0.463	    -0.462	     0.877	     0.877
     0.884	     0.048	    -0.461	    -0.460	     0.874	     0.874
     0.886	     0.047	    -0.459	    -0.458	     0.872	     0.872
     0.888	     0.046	    -0.458	    -0.457	     0.869	     0.869
     0.890	     0.045	    -0.456	    -0.455	     0.866	     0.866
     0.892	     0.044	    -0.454	    -0.453	     0.864	     0.864
     0.894	     0.043	    -0.452	    -0.452	     0.861	     0.861
     0.896	     0.042	    -0.451	    -0.450	     0.859	     0.859
     0.898	     0.042	    -0.449	    -0.448	     0.856	     0.856
     0.900	     0.041	    -0.447	    -0.446	     0.854	     0.854
     0.902	     0.040	    -0.446	    -0.445	     0.851	     0.851
     0.904	     0.039	    -0.444	    -0.443	     0.849	     0.849
     0.906	     0.038	    -0.442	    -0.441	     0.846	     0.846
     0.908	     0.037	    -0.440	    -0.440	     0.844	     0.844
     0.910	     0.036	    -0.439	    -0.438	     0.841	     0.841
     0.912	     0.035	    -0.437	    -0.436	     0.839	     0.839
     0.914	     0.034	    -0.435	    -0.435	     0.836	     0.836
     0.916	     0.034	    -0.434	    -0.433	     0.834	     0.834
     0.918	     0.033	    -0.432	    -0.431	     0.831	     0.831
     0.920	     0.032	    -0.430	    -0.430	     0.829	     0.829
     0.922	     0.031	    -0.429	    -0.428	     0.826	     0.826
     0.924	     0.030	    -0.427	    -0.426	     0.824	     0.824
     0.926	     0.029	    -0.425	    -0.425	     0.822	     0.822
     0.928	     0.028	    -0.424	    -0.423	     0.819	     0.819
     0.930	     0.028	    -0.422	    -0.421	     0.817	     0.817
     0.932	     0.027	    -0.421	    -0.420	     0.814	     0.814
     0.934	     0.026	    -0.419	    -0.418	     0.812	     0.812
     0.936	     0.025	    -0.417	    -0.416	     0.809	     0.809
     0.938	     0.024	    -0.416	    -0.415	     0.807	     0.807
     0.940	     0.023	    -0.414	    -0.413	     0.805	     0.805
     0.942	     0.023	    -0.412	    -0.412	     0.802	     0.802
     0.944	     0.022	    -0.411	    -0.410	     0.800	     0.800
     0.946	     0.021	    -0.409	    -0.408	     0.798	     0.798
     0.948	     0.020	    -0.408	    -0.407	     0.795	     0.795
     0.950	     0.019	    -0.406	    -0.405	     0.793	     0.793
     0.952	     0.019	    -0.404	    -0.404	     0.790	     0.790
     0.954	     0.018	    -0.403	    -0.402	     0.788	     0.788
     0.956	     0.017	    -0.401	    -0.401	     0.786	     0.786
     0.958	     0.016	    -0.400	    -0.399	     0.783	     0.783
     0.960	     0.015	    -0.398	    -0.397	     0.781	     0.781
     0.962	     0.015	    -0.397	    -0.396	     0.779	     0.779
     0.964	     0.014	    -0.395	    -0.394	     0.776	     0.776
     0.966	     0.013	    -0.394	    -0.393	     0.774	     0.774
     0.968	     0.012	    -0.392	    -0.391	     0.772	     0.772
     0.970	     0.011	    -0.390	    -0.390	     0.770	     0.770
     0.972	     0.011	    -0.389	    -0.388	     0.767	     0.767
     0.974	     0.010	    -0.387	    -0.387	     0.765	     0.765
     0.976	     0.009	    -0.386	    -0.385	     0.763	     0.763
     0.978	     0.008	    -0.384	    -0.384	     0.760	     0.760
     0.980	     0.008	    -0.383	    -0.382	     0.758	     0.758
     0.982	     0.007	    -0.381	    -0.381	     0.756	     0.756
     0.984	     0.006	    -0.380	    -0.379	     0.754	     0.754
     0.986	     0.005	    -0.378	    -0.378	     0.751	     0.751
     0.988	     0.004	    -0.377	    -0.376	     0.749	     0.749
     0.990	     0.004	    -0.375	    -0.375	     0.747	     0.747
     0.992	     0.003	    -0.374	    -0.373	     0.745	     0.745
     0.994	     0.002	    -0.372	    -0.372	     0.742	     0.742
     0.996	     0.001	    -0.371	    -0.370	     0.740	     0.740
     0.998	     0.001	    -0.369	    -0.369	     0.738	     0.738
     1.000	     0.000	    -0.368	    -0.367	     0.736	     0.736
     1.002	    -0.001	    -0.366	    -0.366	     0.734	     0.734
     1.004	    -0.001	    -0.365	    -0.364	     0.731	     0.731
     1.006	    -0.002	    -0.363	    -0.363	     0.729	     0.729
     1.008	    -0.003	    -0.362	    -0.361	     0.727	     0.727
     1.010	    -0.004	    -0.361	    -0.360	     0.725	     0.725
     1.012	    -0.004	    -0.359	    -0.358	     0.723	     0.723
     1.014	    -0.005	    -0.358	    -0.357	     0.720	     0.720
     1.016	    -0.006	    -0.356	    -0.356	     0.718	     0.718
     1.018	    -0.007	    -0.355	    -0.354	     0.716	     0.716
     1.020	    -0.007	    -0.353	    -0.353	     0.714	     0.714
     1.022	    -0.008	    -0.352	    -0.351	     0.712	     0.712
     1.024	    -0.009	    -0.351	    -0.350	     0.710	     0.710
     1.026	    -0.009	    -0.349	    -0.348	     0.708	     0.708
     1.028	    -0.010	    -0.348	    -0.347	     0.705	     0.705
     1.030	    -0.011	    -0.346	    -0.346	     0.703	     0.703
     1.032	    -0.011	    -0.345	    -0.344	     0.701	     0.701
     1.034	    -0.012	    -0.343	    -0.343	     0.699	     0.699
     1.036	    -0.013	    -0.342	    -0.341	     0.697	     0.697
     1.038	    -0.013	    -0.341	    -0.340	     0.695	     0.695
     1.040	    -0.014	    -0.339	    -0.339	     0.693	     0.693
     1.042	    -0.015	    -0.338	    -0.337	     0.691	     0.691
     1.044	    -0.015	    -0.337	    -0.336	     0.689	     0.689
     1.046	    -0.016	    -0.335	    -0.334	     0.687	     0.687
     1.048	    -0.017	    -0.334	    -0.333	     0.684	     0.684
     1.050	    -0.017	    -0.332	    -0.332	     0.682	     0.682
     1.052	    -0.018	    -0.331	    -0.330	     0.680	     0.680
     1.054	    -0.019	    -0.330	    -0.329	     0.678	     0.678
     1.056	    -0.019	    -0.328	    -0.328	     0.676	     0.676
     1.058	    -0.020	    -0.327	    -0.326	     0.674	     0.674
     1.060	    -0.021	    -0.326	    -0.325	     0.672	     0.672
     1.062	    -0.021	    -0.324	    -0.324	     0.670	     0.670
     1.064	    -0.022	    -0.323	    -0.322	     0.668	     0.668
     1.066	    -0.023	    -0.322	    -0.321	     0.666	     0.666
     1.068	    -0.023	    -0.320	    -0.320	     0.664	     0.664
     1.070	    -0.024	    -0.319	    -0.318	     0.662	     0.662
     1.072	    -0.025	    -0.318	    -0.317	     0.660	     0.660
     1.074	    -0.025	    -0.316	    -0.316	     0.658	     0.658
     1.076	    -0.026	    -0.315	    -0.314	     0.656	     0.656
     1.078	    -0.027	    -0.314	    -0.313	     0.654	     0.654
     1.080	    -0.027	    -0.312	    -0.312	     0.652	     0.652
     1.082	    -0.028	    -0.311	    -0.310	     0.650	     0.650
     1.084	    -0.028	    -0.310	    -0.309	     0.648	     0.648
     1.086	    -0.029	    -0.309	    -0.308	     0.646	     0.646
     1.088	    -0.030	    -0.307	    -0.307	     0.644	     0.644
     1.090	    -0.030	    -0.306	    -0.305	     0.642	     0.642
     1.092	    -0.031	    -0.305	    -0.304	     0.640	     0.640
     1.094	    -0.031	    -0.303	    -0.303	     0.638	     0.638
     1.096	    -0.032	    -0.302	    -0.301	     0.636	     0.636
     1.098	    -0.033	    -0.301	    -0.300	     0.634	     0.634
     1.100	    -0.033	    -0.300	    -0.299	     0.632	     0.632
     1.102	    -0.034	    -0.298	    -0.298	     0.631	     0.631
     1.104	    -0.034	    -0.297	    -0.296	     0.629	     0.629
     1.106	    -0.035	    -0.296	    -0.295	     0.627	     0.627
     1.108	    -0.036	    -0.295	    -0.294	     0.625	     0.625
     1.110	    -0.036	    -0.293	    -0.293	     0.623	     0.623
     1.112	    -0.037	    -0.292	    -0.291	     0.621	     0.621
     1.114	    -0.037	    -0.291	    -0.290	     0.619	     0.619
     1.116	    -0.038	    -0.290	    -0.289	     0.617	     0.617
     1.118	    -0.039	    -0.288	    -0.288	     0.615	     0.615
     1.120	    -0.039	    -0.287	    -0.287	     0.613	     0.613
     1.122	    -0.040	    -0.286	    -0.285	     0.612	     0.612
     1.124	    -0.040	    -0.285	    -0.284	     0.610	     0.609
     1.126	    -0.041	    -0.283	    -0.283	     0.608	     0.607
     1.128	    -0.041	    -0.282	    -0.282	     0.606	     0.606
     1.130	    -0.042	    -0.281	    -0.280	     0.604	     0.604
     1.132	    -0.043	    -0.280	    -0.279	     0.602	     0.602
     1.134	    -0.043	    -0.279	    -0.278	     0.600	     0.600
     1.136	    -0.044	    -0.277	    -0.277	     0.599	     0.599
     1.138	    -0.044	    -0.276	    -0.276	     0.597	     0.597
     1.140	    -0.045	    -0.275	    -0.274	     0.595	     0.595
     1.142	    -0.045	    -0.274	    -0.273	     0.593	     0.593
     1.144	    -0.046	    -0.273	    -0.272	     0.591	     0.591
     1.146	    -0.046	    -0.271	    -0.271	     0.589	     0.589
     1.148	    -0.047	    -0.270	    -0.270	     0.588	     0.588
     1.150	    -0.047	    -0.269	    -0.269	     0.586	     0.586
     1.152	    -0.048	    -0.268	    -0.267	     0.584	     0.584
     1.154	    -0.049	    -0.267	    -0.266	     0.582	     0.582
     1.156	    -0.049	    -0.266	    -0.265	     0.580	     0.580
     1.158	    -0.050	    -0.264	    -0.264	     0.579	     0.579
     1.160	    -0.050	    -0.263	    -0.263	     0.577	     0.577
     1.162	    -0.051	    -0.262	    -0.262	     0.575	     0.575
     1.164	    -0.051	    -0.261	    -0.260	     0.573	     0.573
     1.166	    -0.052	    -0.260	    -0.259	     0.571	     0.571
     1.168	    -0.052	    -0.259	    -0.258	     0.570	     0.570
     1.170	    -0.053	    -0.258	    -0.257	     0.568	     0.568
     1.172	    -0.053	    -0.256	    -0.256	     0.566	     0.566
     1.174	    -0.054	    -0.255	    -0.255	     0.564	     0.564
     1.176	    -0.054	    -0.254	    -0.254	     0.563	     0.563
     1.178	    -0.055	    -0.253	    -0.253	     0.561	     0.561
     1.180	    -0.055	    -0.252	    -0.251	     0.559	     0.559
     1.182	    -0.056	    -0.251	    -0.250	     0.558	     0.558
     1.184	    -0.056	    -0.250	    -0.249	     0.556	     0.556
     1.186	    -0.057	    -0.249	    -0.248	     0.554	     0.554
     1.188	    -0.057	    -0.248	    -0.247	     0.552	     0.552
     1.190	    -0.058	    -0.246	    -0.246	     0.551	     0.551
     1.192	    -0.058	    -0.245	    -0.245	     0.549	     0.549
     1.194	    -0.059	    -0.244	    -0.244	     0.547	     0.547
     1.196	    -0.059	    -0.243	    -0.243	     0.546	     0.546
     1.198	    -0.060	    -0.242	    -0.242	     0.544	     0.544
     1.200	    -0.060	    -0.241	    -0.240	     0.542	     0.542
     1.202	    -0.061	    -0.240	    -0.239	     0.540	     0.540
     1.204	    -0.061	    -0.239	    -0.238	     0.539	     0.539
     1.206	    -0.062	    -0.238	    -0.237	     0.537	     0.537
     1.208	    -0.062	    -0.237	    -0.236	     0.535	     0.535
     1.210	    -0.063	    -0.236	    -0.235	     0.534	     0.534
     1.212	    -0.063	    -0.235	    -0.234	     0.532	     0.532
     1.214	    -0.064	    -0.233	    -0.233	     0.530	     0.530
     1.216	    -0.064	    -0.232	    -0.232	     0.529	     0.529
     1.218	    -0.064	    -0.231	    -0.231	     0.527	     0.527
     1.220	    -0.065	    -0.230	    -0.230	     0.526	     0.526
     1.222	    -0.065	    -0.229	    -0.229	     0.524	     0.524
     1.224	    -0.066	    -0.228	    -0.228	     0.522	     0.522
     1.226	    -0.066	    -0.227	    -0.227	     0.521	     0.521
     1.228	    -0.067	    -0.226	    -0.226	     0.519	     0.519
     1.230	    -0.067	    -0.225	    -0.225	     0.517	     0.517
     1.232	    -0.068	    -0.224	    -0.224	     0.516	     0.516
     1.234	    -0.068	    -0.223	    -0.222	     0.514	     0.514
     1.236	    -0.069	    -0.222	    -0.221	     0.513	     0.513
     1.238	    -0.069	    -0.221	    -0.220	     0.511	     0.511
     1.240	    -0.069	    -0.220	    -0.219	     0.509	     0.509
     1.242	    -0.070	    -0.219	    -0.218	     0.508	     0.508
     1.244	    -0.070	    -0.218	    -0.217	     0.506	     0.506
     1.246	    -0.071	    -0.217	    -0.216	     0.505	     0.505
     1.248	    -0.071	    -0.216	    -0.215	     0.503	     0.503
     1.250	    -0.072	    -0.215	    -0.214	     0.501	     0.501
     1.252	    -0.072	    -0.214	    -0.213	     0.500	     0.500
     1.254	    -0.072	    -0.213	    -0.212	     0.498	     0.498
     1.256	    -0.073	    -0.212	    -0.211	     0.497	     0.497
     1.258	    -0.073	    -0.211	    -0.210	     0.495	     0.495
     1.260	    -0.074	    -0.210	    -0.209	     0.494	     0.494
     1.262	    -0.074	    -0.209	    -0.208	     0.492	     0.492
     1.264	    -0.075	    -0.208	    -0.207	     0.490	     0.490
     1.266	    -0.075	    -0.207	    -0.206	     0.489	     0.489
     1.268	    -0.075	    -0.206	    -0.205	     0.487	     0.487
     1.270	    -0.076	    -0.205	    -0.205	     0.486	     0.486
     1.272	    -0.076	    -0.204	    -0.204	     0.484	     0.484
     1.274	    -0.077	    -0.203	    -0.203	     0.483	     0.483
     1.276	    -0.077	    -0.202	    -0.202	     0.481	     0.481
     1.278	    -0.077	    -0.201	    -0.201	     0.480	     0.480
     1.280	    -0.078	    -0.200	    -0.200	     0.478	     0.478
     1.282	    -0.078	    -0.199	    -0.199	     0.477	     0.477
     1.284	    -0.079	    -0.198	    -0.198	     0.475	     0.475
     1.286	    -0.079	    -0.197	    -0.197	     0.474	     0.474
     1.288	    -0.079	    -0.196	    -0.196	     0.472	     0.472
     1.290	    -0.080	    -0.195	    -0.195	     0.471	     0.471
     1.292	    -0.080	    -0.195	    -0.194	     0.469	     0.469
     1.294	    -0.081	    -0.194	    -0.193	     0.468	     0.468
     1.296	    -0.081	    -0.193	    -0.192	     0.466	     0.466
     1.298	    -0.081	    -0.192	    -0.191	     0.465	     0.465
     1.300	    -0.082	    -0.191	    -0.190	     0.463	     0.463
     1.302	    -0.082	    -0.190	    -0.189	     0.462	     0.462
     1.304	    -0.083	    -0.189	    -0.188	     0.460	     0.460
     1.306	    -0.083	    -0.188	    -0.188	     0.459	     0.459
     1.308	    -0.083	    -0.187	    -0.187	     0.457	     0.457
     1.310	    -0.084	    -0.186	    -0.186	     0.456	     0.456
     1.312	    -0.084	    -0.185	    -0.185	     0.455	     0.455
     1.314	    -0.084	    -0.184	    -0.184	     0.453	     0.453
     1.316	    -0.085	    -0.183	    -0.183	     0.452	     0.452
     1.318	    -0.085	    -0.183	    -0.182	     0.450	     0.450
     1.320	    -0.085	    -0.182	    -0.181	     0.449	     0.449
     1.322	    -0.086	    -0.181	    -0.180	     0.447	     0.447
     1.324	    -0.086	    -0.180	    -0.179	     0.446	     0.446
     1.326	    -0.087	    -0.179	    -0.179	     0.445	     0.445
     1.328	    -0.087	    -0.178	    -0.178	     0.443	     0.443
     1.330	    -0.087	    -0.177	    -0.177	     0.442	     0.442
     1.332	    -0.088	    -0.176	    -0.176	     0.440	     0.440
     1.334	    -0.088	    -0.175	    -0.175	     0.439	     0.439
     1.336	    -0.088	    -0.175	    -0.174	     0.437	     0.437
     1.338	    -0.089	    -0.174	    -0.173	     0.436	     0.436
     1.340	    -0.089	    -0.173	    -0.172	     0.435	     0.435
     1.342	    -0.089	    -0.172	    -0.172	     0.433	     0.433
     1.344	    -0.090	    -0.171	    -0.171	     0.432	     0.432
     1.346	    -0.090	    -0.170	    -0.170	     0.431	     0.431
     1.348	    -0.090	    -0.169	    -0.169	     0.429	     0.429
     1.350	    -0.091	    -0.169	    -0.168	     0.428	     0.428
     1.352	    -0.091	    -0.168	    -0.167	     0.426	     0.426
     1.354	    -0.091	    -0.167	    -0.166	     0.425	     0.425
     1.356	    -0.092	    -0.166	    -0.166	     0.424	     0.424
     1.358	    -0.092	    -0.165	    -0.165	     0.422	     0.422
     1.360	    -0.092	    -0.164	    -0.164	     0.421	     0.421
     1.362	    -0.093	    -0.163	    -0.163	     0.420	     0.420
     1.364	    -0.093	    -0.163	    -0.162	     0.418	     0.418
     1.366	    -0.093	    -0.162	    -0.161	     0.417	     0.417
     1.368	    -0.094	    -0.161	    -0.161	     0.416	     0.416
     1.370	    -0.094	    -0.160	    -0.160	     0.414	     0.414
     1.372	    -0.094	    -0.159	    -0.159	     0.413	     0.413
     1.374	    -0.095	    -0.158	    -0.158	     0.412	     0.412
     1.376	    -0.095	    -0.158	    -0.157	     0.410	     0.410
     1.378	    -0.095	    -0.157	    -0.156	     0.409	     0.409
     1.380	    -0.096	    -0.156	    -0.156	     0.408	     0.408
     1.382	    -0.096	    -0.155	    -0.155	     0.406	     0.406
     1.384	    -0.096	    -0.154	    -0.154	     0.405	     0.405
     1.386	    -0.097	    -0.154	    -0.153	     0.404	     0.404
     1.388	    -0.097	    -0.153	    -0.152	     0.402	     0.402
     1.390	    -0.097	    -0.152	    -0.152	     0.401	     0.401
     1.392	    -0.097	    -0.151	    -0.151	     0.400	     0.400
     1.394	    -0.098	    -0.150	    -0.150	     0.398	     0.398
     1.396	    -0.098	    -0.150	    -0.149	     0.397	     0.397
     1.398	    -0.098	    -0.149	    -0.148	     0.396	     0.396
     1.400	    -0.099	    -0.148	    -0.148	     0.395	     0.395
     1.402	    -0.099	    -0.147	    -0.147	     0.393	     0.393
     1.404	    -0.099	    -0.146	    -0.146	     0.392	     0.392
     1.406	    -0.100	    -0.146	    -0.145	     0.391	     0.391
     1.408	    -0.100	    -0.145	    -0.144	     0.389	     0.389
     1.410	    -0.100	    -0.144	    -0.144	     0.388	     0.388
     1.412	    -0.100	    -0.143	    -0.143	     0.387	     0.387
     1.414	    -0.101	    -0.143	    -0.142	     0.386	     0.386
     1.416	    -0.101	    -0.142	    -0.141	     0.384	     0.384
     1.418	    -0.101	    -0.141	    -0.141	     0.383	     0.383
     1.420	    -0.102	    -0.140	    -0.140	     0.382	     0.382
     1.422	    -0.102	    -0.139	    -0.139	     0.381	     0.381
     1.424	    -0.102	    -0.139	    -0.138	     0.379	     0.379
     1.426	    -0.102	    -0.138	    -0.138	     0.378	     0.378
     1.428	    -0.103	    -0.137	    -0.137	     0.377	     0.377
     1.430	    -0.103	    -0.136	    -0.136	     0.376	     0.376
     1.432	    -0.103	    -0.136	    -0.135	     0.374	     0.374
     1.434	    -0.103	    -0.135	    -0.135	     0.373	     0.373
     1.436	    -0.104	    -0.134	    -0.134	     0.372	     0.372
     1.438	    -0.104	    -0.133	    -0.133	     0.371	     0.371
     1.440	    -0.104	    -0.133	    -0.132	     0.370	     0.370
     1.442	    -0.105	    -0.132	    -0.132	     0.368	     0.368
     1.444	    -0.105	    -0.131	    -0.131	     0.367	     0.367
     1.446	    -0.105	    -0.130	    -0.130	     0.366	     0.366
     1.448	    -0.105	    -0.130	    -0.129	     0.365	     0.365
     1.450	    -0.106	    -0.129	    -0.129	     0.364	     0.364
     1.452	    -0.106	    -0.128	    -0.128	     0.362	     0.362
     1.454	    -0.106	    -0.128	    -0.127	     0.361	     0.361
     1.456	    -0.106	    -0.127	    -0.126	     0.360	     0.360
     1.458	    -0.107	    -0.126	    -0.126	     0.359	     0.359
     1.460	    -0.107	    -0.125	    -0.125	     0.358	     0.358
     1.462	    -0.107	    -0.125	    -0.124	     0.356	     0.356
     1.464	    -0.107	    -0.124	    -0.124	     0.355	     0.355
     1.466	    -0.108	    -0.123	    -0.123	     0.354	     0.354
     1.468	    -0.108	    -0.123	    -0.122	     0.353	     0.353
     1.470	    -0.108	    -0.122	    -0.122	     0.352	     0.352
     1.472	    -0.108	    -0.121	    -0.121	     0.351	     0.351
     1.474	    -0.109	    -0.120	    -0.120	     0.349	     0.349
     1.476	    -0.109	    -0.120	    -0.119	     0.348	     0.348
     1.478	    -0.109	    -0.119	    -0.119	     0.347	     0.347
     1.480	    -0.109	    -0.118	    -0.118	     0.346	     0.346
     1.482	    -0.110	    -0.118	    -0.117	     0.345	     0.345
     1.484	    -0.110	    -0.117	    -0.117	     0.344	     0.344
     1.486	    -0.110	    -0.116	    -0.116	     0.343	     0.343
     1.488	    -0.110	    -0.116	    -0.115	     0.341	     0.341
     1.490	    -0.110	    -0.115	    -0.115	     0.340	     0.340
     1.492	    -0.111	    -0.114	    -0.114	     0.339	     0.339
     1.494	    -0.111	    -0.114	    -0.113	     0.338	     0.338
     1.496	    -0.111	    -0.113	    -0.113	     0.337	     0.337
     1.498	    -0.111	    -0.112	    -0.112	     0.336	     0.336
     1.500	    -0.112	    -0.112	    -0.111	     0.335	     0.336
     1.502	    -0.112	    -0.111	    -0.111	     0.334	     0.335
     1.504	    -0.112	    -0.110	    -0.110	     0.332	     0.332
     1.506	    -0.112	    -0.110	    -0.109	     0.331	     0.331
     1.508	    -0.112	    -0.109	    -0.109	     0.330	     0.330
     1.510	    -0.113	    -0.108	    -0.108	     0.329	     0.329
     1.512	    -0.113	    -0.108	    -0.107	     0.328	     0.328
     1.514	    -0.113	    -0.107	    -0.107	     0.327	     0.327
     1.516	    -0.113	    -0.106	    -0.106	     0.326	     0.326
     1.518	    -0.114	    -0.106	    -0.105	     0.325	     0.325
     1.520	    -0.114	    -0.105	    -0.105	     0.324	     0.324
     1.522	    -0.114	    -0.104	    -0.104	     0.323	     0.323
     1.524	    -0.114	    -0.104	    -0.103	     0.322	     0.322
     1.526	    -0.114	    -0.103	    -0.103	     0.320	     0.320
     1.528	    -0.115	    -0.102	    -0.102	     0.319	     0.319
     1.530	    -0.115	    -0.102	    -0.101	     0.318	     0.318
     1.532	    -0.115	    -0.101	    -0.101	     0.317	     0.317
     1.534	    -0.115	    -0.101	    -0.100	     0.316	     0.316
     1.536	    -0.115	    -0.100	    -0.100	     0.315	     0.315
     1.538	    -0.116	    -0.099	    -0.099	     0.314	     0.314
     1.540	    -0.116	    -0.099	    -0.098	     0.313	     0.313
     1.542	    -0.116	    -0.098	    -0.098	     0.312	     0.312
     1.544	    -0.116	    -0.097	    -0.097	     0.311	     0.311
     1.546	    -0.116	    -0.097	    -0.096	     0.310	     0.310
     1.548	    -0.117	    -0.096	    -0.096	     0.309	     0.309
     1.550	    -0.117	    -0.096	    -0.095	     0.308	     0.308
     1.552	    -0.117	    -0.095	    -0.095	     0.307	     0.307
     1.554	    -0.117	    -0.094	    -0.094	     0.306	     0.306
     1.556	    -0.117	    -0.094	    -0.093	     0.305	     0.305
     1.558	    -0.117	    -0.093	    -0.093	     0.304	     0.304
     1.560	    -0.118	    -0.092	    -0.092	     0.303	     0.303
     1.562	    -0.118	    -0.092	    -0.092	     0.302	     0.302
     1.564	    -0.118	    -0.091	    -0.091	     0.301	     0.301
     1.566	    -0.118	    -0.091	    -0.090	     0.300	     0.300
     1.568	    -0.118	    -0.090	    -0.090	     0.299	     0.299
     1.570	    -0.119	    -0.089	    -0.089	     0.298	     0.298
     1.572	    -0.119	    -0.089	    -0.089	     0.297	     0.296
     1.574	    -0.119	    -0.088	    -0.088	     0.295	     0.295
     1.576	    -0.119	    -0.088	    -0.087	     0.294	     0.294
     1.578	    -0.119	    -0.087	    -0.087	     0.293	     0.293
     1.580	    -0.119	    -0.087	    -0.086	     0.292	     0.292
     1.582	    -0.120	    -0.086	    -0.086	     0.291	     0.291
     1.584	    -0.120	    -0.085	    -0.085	     0.291	     0.290
     1.586	    -0.120	    -0.085	    -0.084	     0.290	     0.290
     1.588	    -0.120	    -0.084	    -0.084	     0.289	     0.289
     1.590	    -0.120	    -0.084	    -0.083	     0.288	     0.288
     1.592	    -0.120	    -0.083	    -0.083	     0.287	     0.287
     1.594	    -0.121	    -0.082	    -0.082	     0.286	     0.286
     1.596	    -0.121	    -0.082	    -0.082	     0.285	     0.285
     1.598	    -0.121	    -0.081	    -0.081	     0.284	     0.284
     1.600	    -0.121	    -0.081	    -0.080	     0.283	     0.283
     1.602	    -0.121	    -0.080	    -0.080	     0.282	     0.282
     1.604	    -0.121	    -0.080	    -0.079	     0.281	     0.281
     1.606	    -0.122	    -0.079	    -0.079	     0.280	     0.280
     1.608	    -0.122	    -0.079	    -0.078	     0.279	     0.279
     1.610	    -0.122	    -0.078	    -0.078	     0.278	     0.278
     1.612	    -0.122	    -0.077	    -0.077	     0.277	     0.277
     1.614	    -0.122	    -0.077	    -0.077	     0.276	     0.276
     1.616	    -0.122	    -0.076	    -0.076	     0.275	     0.275
     1.618	    -0.123	    -0.076	    -0.075	     0.274	     0.274
     1.620	    -0.123	    -0.075	    -0.075	     0.273	     0.273
     1.622	    -0.123	    -0.075	    -0.074	     0.272	     0.272
     1.624	    -0.123	    -0.074	    -0.074	     0.271	     0.271
     1.626	    -0.123	    -0.074	    -0.073	     0.270	     0.270
     1.628	    -0.123	    -0.073	    -0.073	     0.269	     0.269
     1.630	    -0.123	    -0.072	    -0.072	     0.268	     0.268
     1.632	    -0.124	    -0.072	    -0.072	     0.268	     0.267
     1.634	    -0.124	    -0.071	    -0.071	     0.267	     0.267
     1.636	    -0.124	    -0.071	    -0.071	     0.266	     0.266
     1.638	    -0.124	    -0.070	    -0.070	     0.265	     0.265
     1.640	    -0.124	    -0.070	    -0.070	     0.264	     0.264
     1.642	    -0.124	    -0.069	    -0.069	     0.263	     0.263
     1.644	    -0.124	    -0.069	    -0.069	     0.262	     0.262
     1.646	    -0.125	    -0.068	    -0.068	     0.261	     0.261
     1.648	    -0.125	    -0.068	    -0.067	     0.260	     0.260
     1.650	    -0.125	    -0.067	    -0.067	     0.259	     0.259
     1.652	    -0.125	    -0.067	    -0.066	     0.258	     0.258
     1.654	    -0.125	    -0.066	    -0.066	     0.257	     0.257
     1.656	    -0.125	    -0.066	    -0.065	     0.257	     0.257
     1.658	    -0.125	    -0.065	    -0.065	     0.256	     0.256
     1.660	    -0.125	    -0.065	    -0.064	     0.255	     0.255
     1.662	    -0.126	    -0.064	    -0.064	     0.254	     0.254
     1.664	    -0.126	    -0.064	    -0.063	     0.253	     0.253
     1.666	    -0.126	    -0.063	    -0.063	     0.252	     0.252
     1.668	    -0.126	    -0.063	    -0.062	     0.251	     0.251
     1.670	    -0.126	    -0.062	    -0.062	     0.250	     0.250
     1.672	    -0.126	    -0.062	    -0.061	     0.249	     0.249
     1.674	    -0.126	    -0.061	    -0.061	     0.249	     0.249
     1.676	    -0.126	    -0.061	    -0.060	     0.248	     0.248
