#    	x	    f(x)	         f'(x)	    f'(x) 	   f''(x)	    f''(x)
#    	 	         	       analytical    finite    analytical    finite
    -3.024	    82.790	  -103.364	  -103.243	   123.938	   123.945
    -3.022	    82.584	  -103.117	  -102.995	   123.649	   123.656
    -3.020	    82.378	  -102.870	  -102.749	   123.361	   123.368
    -3.018	    82.172	  -102.623	  -102.502	   123.074	   123.081
    -3.016	    81.967	  -102.377	  -102.257	   122.787	   122.794
    -3.014	    81.763	  -102.132	  -102.012	   122.501	   122.508
    -3.012	    81.559	  -101.887	  -101.767	   122.216	   122.222
    -3.010	    81.355	  -101.643	  -101.524	   121.931	   121.938
    -3.008	    81.152	  -101.399	  -101.280	   121.647	   121.653
    -3.006	    80.950	  -101.156	  -101.037	   121.363	   121.370
    -3.004	    80.747	  -100.914	  -100.795	   121.081	   121.087
    -3.002	    80.546	  -100.672	  -100.554	   120.798	   120.805
    -3.000	    80.345	  -100.431	  -100.315	   120.517	   119.329
    -2.998	    80.144	  -100.190	  -100.075	   120.236	   120.247
    -2.996	    79.944	   -99.950	   -99.835	   119.956	   119.967
    -2.994	    79.744	   -99.710	   -99.595	   119.676	   119.687
    -2.992	    79.545	   -99.471	   -99.356	   119.397	   119.408
    -2.990	    79.346	   -99.233	   -99.118	   119.119	   119.130
    -2.988	    79.148	   -98.995	   -98.880	   118.841	   118.852
    -2.986	    78.950	   -98.757	   -98.643	   118.564	   118.575
    -2.984	    78.753	   -98.520	   -98.407	   118.288	   118.299
    -2.982	    78.556	   -98.284	   -98.171	   118.012	   118.023
    -2.980	    78.360	   -98.048	   -97.935	   117.737	   117.748
    -2.978	    78.164	   -97.813	   -97.700	   117.462	   117.473
    -2.976	    77.969	   -97.578	   -97.466	   117.188	   117.199
    -2.974	    77.774	   -97.344	   -97.232	   116.915	   116.926
    -2.972	    77.579	   -97.111	   -96.999	   116.642	   116.653
    -2.970	    77.385	   -96.878	   -96.766	   116.370	   116.381
    -2.968	    77.192	   -96.645	   -96.534	   116.099	   116.110
    -2.966	    76.999	   -96.413	   -96.302	   115.828	   115.839
    -2.964	    76.806	   -96.182	   -96.071	   115.558	   115.568
    -2.962	    76.614	   -95.951	   -95.840	   115.288	   115.299
    -2.960	    76.422	   -95.721	   -95.610	   115.019	   115.030
    -2.958	    76.231	   -95.491	   -95.381	   114.751	   114.762
    -2.956	    76.040	   -95.262	   -95.152	   114.483	   114.494
    -2.954	    75.850	   -95.033	   -94.923	   114.216	   114.227
    -2.952	    75.660	   -94.805	   -94.695	   113.949	   113.960
    -2.950	    75.471	   -94.577	   -94.468	   113.684	   113.694
    -2.948	    75.282	   -94.350	   -94.241	   113.418	   113.429
    -2.946	    75.093	   -94.123	   -94.015	   113.154	   113.164
    -2.944	    74.905	   -93.897	   -93.789	   112.889	   112.900
    -2.942	    74.718	   -93.672	   -93.564	   112.626	   112.637
    -2.940	    74.531	   -93.447	   -93.339	   112.363	   112.374
    -2.938	    74.344	   -93.222	   -93.115	   112.101	   112.111
    -2.936	    74.158	   -92.998	   -92.891	   111.839	   111.850
    -2.934	    73.972	   -92.775	   -92.668	   111.578	   111.589
    -2.932	    73.787	   -92.552	   -92.445	   111.318	   111.328
    -2.930	    73.602	   -92.330	   -92.223	   111.058	   111.068
    -2.928	    73.417	   -92.108	   -92.001	   110.798	   110.809
    -2.926	    73.233	   -91.886	   -91.780	   110.540	   110.550
    -2.924	    73.050	   -91.666	   -91.560	   110.282	   110.292
    -2.922	    72.867	   -91.445	   -91.340	   110.024	   110.034
    -2.920	    72.684	   -91.226	   -91.120	   109.767	   109.778
    -2.918	    72.502	   -91.006	   -90.901	   109.511	   109.521
    -2.916	    72.320	   -90.787	   -90.683	   109.255	   109.265
    -2.914	    72.138	   -90.569	   -90.465	   109.000	   109.010
    -2.912	    71.958	   -90.351	   -90.247	   108.745	   108.756
    -2.910	    71.777	   -90.134	   -90.030	   108.491	   108.502
    -2.908	    71.597	   -89.917	   -89.814	   108.238	   108.248
    -2.906	    71.417	   -89.701	   -89.598	   107.985	   107.995
    -2.904	    71.238	   -89.486	   -89.382	   107.733	   107.743
    -2.902	    71.059	   -89.270	   -89.167	   107.481	   107.491
    -2.900	    70.881	   -89.056	   -88.953	   107.230	   107.240
    -2.898	    70.703	   -88.841	   -88.739	   106.980	   106.990
    -2.896	    70.526	   -88.628	   -88.525	   106.730	   106.740
    -2.894	    70.349	   -88.414	   -88.312	   106.480	   106.490
    -2.892	    70.172	   -88.202	   -88.100	   106.231	   106.241
    -2.890	    69.996	   -87.989	   -87.888	   105.983	   105.993
    -2.888	    69.820	   -87.778	   -87.676	   105.735	   105.745
    -2.886	    69.645	   -87.567	   -87.465	   105.488	   105.498
    -2.884	    69.470	   -87.356	   -87.255	   105.242	   105.252
    -2.882	    69.295	   -87.146	   -87.045	   104.996	   105.006
    -2.880	    69.121	   -86.936	   -86.835	   104.750	   104.760
    -2.878	    68.947	   -86.726	   -86.626	   104.506	   104.515
    -2.876	    68.774	   -86.518	   -86.418	   104.261	   104.271
    -2.874	    68.601	   -86.309	   -86.210	   104.017	   104.027
    -2.872	    68.429	   -86.102	   -86.002	   103.774	   103.784
    -2.870	    68.257	   -85.894	   -85.795	   103.532	   103.541
    -2.868	    68.085	   -85.687	   -85.588	   103.290	   103.299
    -2.866	    67.914	   -85.481	   -85.382	   103.048	   103.058
    -2.864	    67.743	   -85.275	   -85.177	   102.807	   102.817
    -2.862	    67.573	   -85.070	   -84.971	   102.567	   102.576
    -2.860	    67.403	   -84.865	   -84.767	   102.327	   102.336
    -2.858	    67.234	   -84.661	   -84.562	   102.088	   102.097
    -2.856	    67.064	   -84.457	   -84.359	   101.849	   101.858
    -2.854	    66.896	   -84.253	   -84.156	   101.611	   101.620
    -2.852	    66.727	   -84.050	   -83.953	   101.373	   101.382
    -2.850	    66.560	   -83.848	   -83.750	   101.136	   101.145
    -2.848	    66.392	   -83.646	   -83.549	   100.899	   100.909
    -2.846	    66.225	   -83.444	   -83.347	   100.663	   100.673
    -2.844	    66.058	   -83.243	   -83.146	   100.428	   100.437
    -2.842	    65.892	   -83.042	   -82.946	   100.193	   100.202
    -2.840	    65.726	   -82.842	   -82.746	    99.958	    99.968
    -2.838	    65.561	   -82.642	   -82.547	    99.724	    99.734
    -2.836	    65.395	   -82.443	   -82.348	    99.491	    99.500
    -2.834	    65.231	   -82.244	   -82.149	    99.258	    99.267
    -2.832	    65.066	   -82.046	   -81.951	    99.026	    99.035
    -2.830	    64.903	   -81.848	   -81.753	    98.794	    98.803
    -2.828	    64.739	   -81.651	   -81.556	    98.563	    98.572
    -2.826	    64.576	   -81.454	   -81.360	    98.332	    98.341
    -2.824	    64.413	   -81.258	   -81.163	    98.102	    98.111
    -2.822	    64.251	   -81.062	   -80.968	    97.872	    97.882
    -2.820	    64.089	   -80.866	   -80.772	    97.643	    97.652
    -2.818	    63.927	   -80.671	   -80.577	    97.415	    97.424
    -2.816	    63.766	   -80.476	   -80.383	    97.187	    97.196
    -2.814	    63.606	   -80.282	   -80.189	    96.959	    96.968
    -2.812	    63.445	   -80.089	   -79.996	    96.732	    96.741
    -2.810	    63.285	   -79.895	   -79.803	    96.506	    96.515
    -2.808	    63.126	   -79.703	   -79.610	    96.280	    96.289
    -2.806	    62.966	   -79.510	   -79.418	    96.054	    96.063
    -2.804	    62.807	   -79.318	   -79.226	    95.829	    95.838
    -2.802	    62.649	   -79.127	   -79.035	    95.605	    95.614
    -2.800	    62.491	   -78.936	   -78.844	    95.381	    95.390
    -2.798	    62.333	   -78.745	   -78.654	    95.157	    95.166
    -2.796	    62.176	   -78.555	   -78.464	    94.934	    94.943
    -2.794	    62.019	   -78.366	   -78.275	    94.712	    94.721
    -2.792	    61.862	   -78.176	   -78.086	    94.490	    94.499
    -2.790	    61.706	   -77.988	   -77.897	    94.269	    94.278
    -2.788	    61.551	   -77.799	   -77.709	    94.048	    94.057
    -2.786	    61.395	   -77.611	   -77.521	    93.828	    93.836
    -2.784	    61.240	   -77.424	   -77.334	    93.608	    93.617
    -2.782	    61.085	   -77.237	   -77.147	    93.388	    93.397
    -2.780	    60.931	   -77.050	   -76.961	    93.170	    93.178
    -2.778	    60.777	   -76.864	   -76.775	    92.951	    92.960
    -2.776	    60.624	   -76.679	   -76.589	    92.733	    92.742
    -2.774	    60.470	   -76.493	   -76.404	    92.516	    92.525
    -2.772	    60.318	   -76.308	   -76.220	    92.299	    92.308
    -2.770	    60.165	   -76.124	   -76.036	    92.083	    92.092
    -2.768	    60.013	   -75.940	   -75.852	    91.867	    91.876
    -2.766	    59.861	   -75.757	   -75.669	    91.652	    91.660
    -2.764	    59.710	   -75.573	   -75.486	    91.437	    91.445
    -2.762	    59.559	   -75.391	   -75.303	    91.223	    91.231
    -2.760	    59.409	   -75.209	   -75.121	    91.009	    91.017
    -2.758	    59.258	   -75.027	   -74.940	    90.795	    90.804
    -2.756	    59.108	   -74.845	   -74.758	    90.582	    90.591
    -2.754	    58.959	   -74.664	   -74.578	    90.370	    90.378
    -2.752	    58.810	   -74.484	   -74.397	    90.158	    90.167
    -2.750	    58.661	   -74.304	   -74.217	    89.947	    89.955
    -2.748	    58.512	   -74.124	   -74.038	    89.736	    89.744
    -2.746	    58.364	   -73.945	   -73.859	    89.525	    89.534
    -2.744	    58.217	   -73.766	   -73.680	    89.315	    89.324
    -2.742	    58.069	   -73.588	   -73.502	    89.106	    89.114
    -2.740	    57.922	   -73.410	   -73.324	    88.897	    88.905
    -2.738	    57.776	   -73.232	   -73.147	    88.688	    88.696
    -2.736	    57.629	   -73.055	   -72.970	    88.480	    88.488
    -2.734	    57.483	   -72.878	   -72.793	    88.273	    88.281
    -2.732	    57.338	   -72.702	   -72.617	    88.065	    88.074
    -2.730	    57.193	   -72.526	   -72.441	    87.859	    87.867
    -2.728	    57.048	   -72.350	   -72.266	    87.653	    87.661
    -2.726	    56.903	   -72.175	   -72.091	    87.447	    87.455
    -2.724	    56.759	   -72.000	   -71.917	    87.242	    87.250
    -2.722	    56.615	   -71.826	   -71.742	    87.037	    87.045
    -2.720	    56.472	   -71.652	   -71.569	    86.833	    86.841
    -2.718	    56.329	   -71.479	   -71.396	    86.629	    86.637
    -2.716	    56.186	   -71.306	   -71.223	    86.426	    86.434
    -2.714	    56.043	   -71.133	   -71.050	    86.223	    86.231
    -2.712	    55.901	   -70.961	   -70.878	    86.020	    86.028
    -2.710	    55.759	   -70.789	   -70.706	    85.818	    85.826
    -2.708	    55.618	   -70.617	   -70.535	    85.617	    85.625
    -2.706	    55.477	   -70.446	   -70.364	    85.416	    85.424
    -2.704	    55.336	   -70.276	   -70.194	    85.215	    85.223
    -2.702	    55.196	   -70.106	   -70.024	    85.015	    85.023
    -2.700	    55.056	   -69.936	   -69.854	    84.816	    84.824
    -2.698	    54.916	   -69.766	   -69.685	    84.616	    84.624
    -2.696	    54.777	   -69.597	   -69.516	    84.418	    84.426
    -2.694	    54.638	   -69.429	   -69.348	    84.219	    84.227
    -2.692	    54.499	   -69.260	   -69.180	    84.022	    84.030
    -2.690	    54.361	   -69.093	   -69.012	    83.824	    83.832
    -2.688	    54.223	   -68.925	   -68.845	    83.627	    83.635
    -2.686	    54.085	   -68.758	   -68.678	    83.431	    83.439
    -2.684	    53.948	   -68.591	   -68.511	    83.235	    83.243
    -2.682	    53.811	   -68.425	   -68.345	    83.039	    83.047
    -2.680	    53.674	   -68.259	   -68.180	    82.844	    82.852
    -2.678	    53.538	   -68.094	   -68.014	    82.650	    82.657
    -2.676	    53.401	   -67.929	   -67.849	    82.456	    82.463
    -2.674	    53.266	   -67.764	   -67.685	    82.262	    82.270
    -2.672	    53.130	   -67.599	   -67.521	    82.068	    82.076
    -2.670	    52.995	   -67.436	   -67.357	    81.876	    81.883
    -2.668	    52.861	   -67.272	   -67.193	    81.683	    81.691
    -2.666	    52.726	   -67.109	   -67.030	    81.491	    81.499
    -2.664	    52.592	   -66.946	   -66.868	    81.300	    81.307
    -2.662	    52.458	   -66.784	   -66.706	    81.109	    81.116
    -2.660	    52.325	   -66.622	   -66.544	    80.918	    80.926
    -2.658	    52.192	   -66.460	   -66.382	    80.728	    80.735
    -2.656	    52.059	   -66.299	   -66.221	    80.538	    80.545
    -2.654	    51.927	   -66.138	   -66.060	    80.349	    80.356
    -2.652	    51.795	   -65.977	   -65.900	    80.160	    80.167
    -2.650	    51.663	   -65.817	   -65.740	    79.971	    79.979
    -2.648	    51.531	   -65.657	   -65.581	    79.783	    79.791
    -2.646	    51.400	   -65.498	   -65.421	    79.596	    79.603
    -2.644	    51.269	   -65.339	   -65.263	    79.408	    79.416
    -2.642	    51.139	   -65.180	   -65.104	    79.222	    79.229
    -2.640	    51.009	   -65.022	   -64.946	    79.035	    79.043
    -2.638	    50.879	   -64.864	   -64.788	    78.849	    78.857
    -2.636	    50.749	   -64.707	   -64.631	    78.664	    78.671
    -2.634	    50.620	   -64.549	   -64.474	    78.479	    78.486
    -2.632	    50.491	   -64.393	   -64.317	    78.294	    78.302
    -2.630	    50.362	   -64.236	   -64.161	    78.110	    78.117
    -2.628	    50.234	   -64.080	   -64.005	    77.926	    77.934
    -2.626	    50.106	   -63.924	   -63.850	    77.743	    77.750
    -2.624	    49.978	   -63.769	   -63.695	    77.560	    77.567
    -2.622	    49.851	   -63.614	   -63.540	    77.378	    77.385
    -2.620	    49.724	   -63.460	   -63.385	    77.195	    77.203
    -2.618	    49.597	   -63.305	   -63.231	    77.014	    77.021
    -2.616	    49.471	   -63.152	   -63.078	    76.833	    76.840
    -2.614	    49.344	   -62.998	   -62.924	    76.652	    76.659
    -2.612	    49.219	   -62.845	   -62.771	    76.471	    76.479
    -2.610	    49.093	   -62.692	   -62.619	    76.291	    76.299
    -2.608	    48.968	   -62.540	   -62.467	    76.112	    76.119
    -2.606	    48.843	   -62.388	   -62.315	    75.933	    75.940
    -2.604	    48.718	   -62.236	   -62.163	    75.754	    75.761
    -2.602	    48.594	   -62.085	   -62.012	    75.575	    75.583
    -2.600	    48.470	   -61.934	   -61.861	    75.398	    75.405
    -2.598	    48.346	   -61.783	   -61.711	    75.220	    75.227
    -2.596	    48.223	   -61.633	   -61.561	    75.043	    75.050
    -2.594	    48.100	   -61.483	   -61.411	    74.866	    74.873
    -2.592	    47.977	   -61.333	   -61.262	    74.690	    74.697
    -2.590	    47.854	   -61.184	   -61.113	    74.514	    74.521
    -2.588	    47.732	   -61.035	   -60.964	    74.339	    74.345
    -2.586	    47.610	   -60.887	   -60.816	    74.163	    74.170
    -2.584	    47.488	   -60.739	   -60.668	    73.989	    73.996
    -2.582	    47.367	   -60.591	   -60.520	    73.814	    73.821
    -2.580	    47.246	   -60.443	   -60.373	    73.641	    73.647
    -2.578	    47.125	   -60.296	   -60.226	    73.467	    73.474
    -2.576	    47.005	   -60.149	   -60.079	    73.294	    73.301
    -2.574	    46.885	   -60.003	   -59.933	    73.121	    73.128
    -2.572	    46.765	   -59.857	   -59.787	    72.949	    72.956
    -2.570	    46.645	   -59.711	   -59.641	    72.777	    72.784
    -2.568	    46.526	   -59.566	   -59.496	    72.606	    72.612
    -2.566	    46.407	   -59.421	   -59.351	    72.435	    72.441
    -2.564	    46.288	   -59.276	   -59.207	    72.264	    72.271
    -2.562	    46.170	   -59.132	   -59.062	    72.094	    72.100
    -2.560	    46.052	   -58.988	   -58.919	    71.924	    71.930
    -2.558	    45.934	   -58.844	   -58.775	    71.754	    71.761
    -2.556	    45.816	   -58.701	   -58.632	    71.585	    71.592
    -2.554	    45.699	   -58.558	   -58.489	    71.416	    71.423
    -2.552	    45.582	   -58.415	   -58.347	    71.248	    71.254
    -2.550	    45.465	   -58.273	   -58.204	    71.080	    71.086
    -2.548	    45.349	   -58.131	   -58.063	    70.912	    70.919
    -2.546	    45.233	   -57.989	   -57.921	    70.745	    70.752
    -2.544	    45.117	   -57.848	   -57.780	    70.578	    70.585
    -2.542	    45.002	   -57.707	   -57.639	    70.412	    70.418
    -2.540	    44.886	   -57.566	   -57.498	    70.246	    70.252
    -2.538	    44.771	   -57.426	   -57.358	    70.080	    70.087
    -2.536	    44.657	   -57.286	   -57.218	    69.915	    69.921
    -2.534	    44.542	   -57.146	   -57.079	    69.750	    69.756
    -2.532	    44.428	   -57.007	   -56.940	    69.585	    69.592
    -2.530	    44.314	   -56.868	   -56.801	    69.421	    69.428
    -2.528	    44.200	   -56.729	   -56.662	    69.257	    69.264
    -2.526	    44.087	   -56.591	   -56.524	    69.094	    69.101
    -2.524	    43.974	   -56.453	   -56.386	    68.931	    68.937
    -2.522	    43.861	   -56.315	   -56.249	    68.768	    68.775
    -2.520	    43.749	   -56.177	   -56.112	    68.606	    68.613
    -2.518	    43.637	   -56.040	   -55.975	    68.444	    68.451
    -2.516	    43.525	   -55.904	   -55.838	    68.283	    68.289
    -2.514	    43.413	   -55.767	   -55.702	    68.122	    68.128
    -2.512	    43.302	   -55.631	   -55.566	    67.961	    67.967
    -2.510	    43.190	   -55.495	   -55.430	    67.800	    67.807
    -2.508	    43.080	   -55.360	   -55.295	    67.640	    67.647
    -2.506	    42.969	   -55.225	   -55.160	    67.481	    67.487
    -2.504	    42.859	   -55.090	   -55.025	    67.321	    67.328
    -2.502	    42.749	   -54.956	   -54.891	    67.162	    67.169
    -2.500	    42.639	   -54.821	   -54.757	    67.004	    67.010
    -2.498	    42.529	   -54.688	   -54.623	    66.846	    66.852
    -2.496	    42.420	   -54.554	   -54.490	    66.688	    66.694
    -2.494	    42.311	   -54.421	   -54.357	    66.530	    66.537
    -2.492	    42.202	   -54.288	   -54.224	    66.373	    66.380
    -2.490	    42.094	   -54.155	   -54.092	    66.217	    66.223
    -2.488	    41.986	   -54.023	   -53.959	    66.060	    66.066
    -2.486	    41.878	   -53.891	   -53.828	    65.904	    65.910
    -2.484	    41.770	   -53.759	   -53.696	    65.748	    65.755
    -2.482	    41.663	   -53.628	   -53.565	    65.593	    65.599
    -2.480	    41.556	   -53.497	   -53.434	    65.438	    65.444
    -2.478	    41.449	   -53.366	   -53.303	    65.284	    65.290
    -2.476	    41.342	   -53.236	   -53.173	    65.129	    65.136
    -2.474	    41.236	   -53.106	   -53.043	    64.976	    64.982
    -2.472	    41.130	   -52.976	   -52.914	    64.822	    64.828
    -2.470	    41.024	   -52.846	   -52.784	    64.669	    64.675
    -2.468	    40.918	   -52.717	   -52.655	    64.516	    64.522
    -2.466	    40.813	   -52.588	   -52.526	    64.364	    64.370
    -2.464	    40.708	   -52.460	   -52.398	    64.211	    64.217
    -2.462	    40.603	   -52.331	   -52.270	    64.060	    64.066
    -2.460	    40.499	   -52.203	   -52.142	    63.908	    63.914
    -2.458	    40.394	   -52.076	   -52.015	    63.757	    63.763
    -2.456	    40.290	   -51.948	   -51.887	    63.607	    63.613
    -2.454	    40.187	   -51.821	   -51.760	    63.456	    63.462
    -2.452	    40.083	   -51.695	   -51.634	    63.306	    63.312
    -2.450	    39.980	   -51.568	   -51.507	    63.156	    63.162
    -2.448	    39.877	   -51.442	   -51.381	    63.007	    63.013
    -2.446	    39.774	   -51.316	   -51.256	    62.858	    62.864
    -2.444	    39.672	   -51.191	   -51.130	    62.710	    62.715
    -2.442	    39.569	   -51.065	   -51.005	    62.561	    62.567
    -2.440	    39.467	   -50.940	   -50.880	    62.413	    62.419
    -2.438	    39.365	   -50.816	   -50.756	    62.266	    62.272
    -2.436	    39.264	   -50.691	   -50.631	    62.118	    62.124
    -2.434	    39.163	   -50.567	   -50.508	    61.972	    61.977
    -2.432	    39.062	   -50.443	   -50.384	    61.825	    61.831
    -2.430	    38.961	   -50.320	   -50.261	    61.679	    61.684
    -2.428	    38.860	   -50.197	   -50.137	    61.533	    61.539
    -2.426	    38.760	   -50.074	   -50.015	    61.387	    61.393
    -2.424	    38.660	   -49.951	   -49.892	    61.242	    61.248
    -2.422	    38.560	   -49.829	   -49.770	    61.097	    61.103
    -2.420	    38.461	   -49.707	   -49.648	    60.952	    60.958
    -2.418	    38.361	   -49.585	   -49.526	    60.808	    60.814
    -2.416	    38.262	   -49.463	   -49.405	    60.664	    60.670
    -2.414	    38.164	   -49.342	   -49.284	    60.521	    60.526
    -2.412	    38.065	   -49.221	   -49.163	    60.378	    60.383
    -2.410	    37.967	   -49.101	   -49.043	    60.235	    60.240
    -2.408	    37.869	   -48.980	   -48.923	    60.092	    60.098
    -2.406	    37.771	   -48.860	   -48.803	    59.950	    59.955
    -2.404	    37.673	   -48.741	   -48.683	    59.808	    59.813
    -2.402	    37.576	   -48.621	   -48.564	    59.666	    59.672
    -2.400	    37.479	   -48.502	   -48.445	    59.525	    59.531
    -2.398	    37.382	   -48.383	   -48.326	    59.384	    59.390
    -2.396	    37.285	   -48.264	   -48.207	    59.243	    59.249
    -2.394	    37.189	   -48.146	   -48.089	    59.103	    59.109
    -2.392	    37.093	   -48.028	   -47.971	    58.963	    58.969
    -2.390	    36.997	   -47.910	   -47.854	    58.824	    58.829
    -2.388	    36.901	   -47.793	   -47.736	    58.684	    58.690
    -2.386	    36.805	   -47.675	   -47.619	    58.545	    58.551
    -2.384	    36.710	   -47.558	   -47.502	    58.407	    58.412
    -2.382	    36.615	   -47.442	   -47.386	    58.268	    58.274
    -2.380	    36.520	   -47.325	   -47.269	    58.130	    58.136
    -2.378	    36.426	   -47.209	   -47.153	    57.992	    57.998
    -2.376	    36.332	   -47.093	   -47.038	    57.855	    57.860
    -2.374	    36.237	   -46.978	   -46.922	    57.718	    57.723
    -2.372	    36.144	   -46.862	   -46.807	    57.581	    57.587
    -2.370	    36.050	   -46.747	   -46.692	    57.445	    57.450
    -2.368	    35.957	   -46.633	   -46.578	    57.309	    57.314
    -2.366	    35.863	   -46.518	   -46.463	    57.173	    57.178
    -2.364	    35.771	   -46.404	   -46.349	    57.037	    57.043
    -2.362	    35.678	   -46.290	   -46.235	    56.902	    56.907
    -2.360	    35.585	   -46.176	   -46.122	    56.767	    56.773
    -2.358	    35.493	   -46.063	   -46.008	    56.633	    56.638
    -2.356	    35.401	   -45.950	   -45.895	    56.498	    56.504
    -2.354	    35.309	   -45.837	   -45.783	    56.364	    56.370
    -2.352	    35.218	   -45.724	   -45.670	    56.231	    56.236
    -2.350	    35.126	   -45.612	   -45.558	    56.097	    56.103
    -2.348	    35.035	   -45.500	   -45.446	    55.964	    55.970
    -2.346	    34.944	   -45.388	   -45.334	    55.832	    55.837
    -2.344	    34.854	   -45.277	   -45.223	    55.699	    55.705
    -2.342	    34.763	   -45.165	   -45.112	    55.567	    55.572
    -2.340	    34.673	   -45.054	   -45.001	    55.435	    55.441
    -2.338	    34.583	   -44.944	   -44.890	    55.304	    55.309
    -2.336	    34.493	   -44.833	   -44.780	    55.173	    55.178
    -2.334	    34.404	   -44.723	   -44.670	    55.042	    55.047
    -2.332	    34.314	   -44.613	   -44.560	    54.911	    54.916
    -2.330	    34.225	   -44.503	   -44.451	    54.781	    54.786
    -2.328	    34.136	   -44.394	   -44.341	    54.651	    54.656
    -2.326	    34.048	   -44.285	   -44.232	    54.521	    54.527
    -2.324	    33.959	   -44.176	   -44.123	    54.392	    54.397
    -2.322	    33.871	   -44.067	   -44.015	    54.263	    54.268
    -2.320	    33.783	   -43.959	   -43.907	    54.134	    54.139
    -2.318	    33.695	   -43.850	   -43.799	    54.006	    54.011
    -2.316	    33.608	   -43.743	   -43.691	    53.878	    53.883
    -2.314	    33.520	   -43.635	   -43.583	    53.750	    53.755
    -2.312	    33.433	   -43.528	   -43.476	    53.622	    53.627
    -2.310	    33.346	   -43.420	   -43.369	    53.495	    53.500
    -2.308	    33.259	   -43.314	   -43.262	    53.368	    53.373
    -2.306	    33.173	   -43.207	   -43.156	    53.241	    53.246
    -2.304	    33.086	   -43.101	   -43.050	    53.115	    53.120
    -2.302	    33.000	   -42.994	   -42.944	    52.989	    52.994
    -2.300	    32.915	   -42.889	   -42.838	    52.863	    52.868
    -2.298	    32.829	   -42.783	   -42.732	    52.737	    52.742
    -2.296	    32.743	   -42.678	   -42.627	    52.612	    52.617
    -2.294	    32.658	   -42.573	   -42.522	    52.487	    52.492
    -2.292	    32.573	   -42.468	   -42.417	    52.362	    52.367
    -2.290	    32.488	   -42.363	   -42.313	    52.238	    52.243
    -2.288	    32.404	   -42.259	   -42.209	    52.114	    52.119
    -2.286	    32.319	   -42.155	   -42.105	    51.990	    51.995
    -2.284	    32.235	   -42.051	   -42.001	    51.867	    51.871
    -2.282	    32.151	   -41.947	   -41.897	    51.743	    51.748
    -2.280	    32.067	   -41.844	   -41.794	    51.620	    51.625
    -2.278	    31.984	   -41.741	   -41.691	    51.498	    51.503
    -2.276	    31.900	   -41.638	   -41.588	    51.375	    51.380
    -2.274	    31.817	   -41.535	   -41.486	    51.253	    51.258
    -2.272	    31.734	   -41.433	   -41.384	    51.131	    51.136
    -2.270	    31.651	   -41.331	   -41.282	    51.010	    51.015
    -2.268	    31.569	   -41.229	   -41.180	    50.889	    50.893
    -2.266	    31.486	   -41.127	   -41.078	    50.768	    50.772
    -2.264	    31.404	   -41.026	   -40.977	    50.647	    50.652
    -2.262	    31.322	   -40.924	   -40.876	    50.527	    50.531
    -2.260	    31.241	   -40.824	   -40.775	    50.407	    50.411
    -2.258	    31.159	   -40.723	   -40.674	    50.287	    50.291
    -2.256	    31.078	   -40.622	   -40.574	    50.167	    50.172
    -2.254	    30.996	   -40.522	   -40.474	    50.048	    50.053
    -2.252	    30.916	   -40.422	   -40.374	    49.929	    49.933
    -2.250	    30.835	   -40.322	   -40.275	    49.810	    49.815
    -2.248	    30.754	   -40.223	   -40.175	    49.692	    49.696
    -2.246	    30.674	   -40.124	   -40.076	    49.573	    49.578
    -2.244	    30.594	   -40.025	   -39.977	    49.455	    49.460
    -2.242	    30.514	   -39.926	   -39.878	    49.338	    49.342
    -2.240	    30.434	   -39.827	   -39.780	    49.220	    49.225
    -2.238	    30.354	   -39.729	   -39.682	    49.103	    49.108
    -2.236	    30.275	   -39.631	   -39.584	    48.987	    48.991
    -2.234	    30.196	   -39.533	   -39.486	    48.870	    48.875
    -2.232	    30.117	   -39.435	   -39.388	    48.754	    48.758
    -2.230	    30.038	   -39.338	   -39.291	    48.638	    48.642
    -2.228	    29.960	   -39.241	   -39.194	    48.522	    48.527
    -2.226	    29.881	   -39.144	   -39.097	    48.406	    48.411
    -2.224	    29.803	   -39.047	   -39.001	    48.291	    48.296
    -2.222	    29.725	   -38.951	   -38.904	    48.176	    48.181
    -2.220	    29.647	   -38.854	   -38.808	    48.062	    48.066
    -2.218	    29.570	   -38.758	   -38.712	    47.947	    47.952
    -2.216	    29.492	   -38.663	   -38.617	    47.833	    47.838
    -2.214	    29.415	   -38.567	   -38.521	    47.719	    47.724
    -2.212	    29.338	   -38.472	   -38.426	    47.606	    47.610
    -2.210	    29.261	   -38.377	   -38.331	    47.492	    47.497
    -2.208	    29.184	   -38.282	   -38.236	    47.379	    47.384
    -2.206	    29.108	   -38.187	   -38.142	    47.266	    47.271
    -2.204	    29.032	   -38.093	   -38.047	    47.154	    47.158
    -2.202	    28.956	   -37.998	   -37.953	    47.041	    47.046
    -2.200	    28.880	   -37.905	   -37.859	    46.929	    46.934
    -2.198	    28.804	   -37.811	   -37.766	    46.818	    46.822
    -2.196	    28.728	   -37.717	   -37.672	    46.706	    46.710
    -2.194	    28.653	   -37.624	   -37.579	    46.595	    46.599
    -2.192	    28.578	   -37.531	   -37.486	    46.484	    46.488
    -2.190	    28.503	   -37.438	   -37.393	    46.373	    46.377
    -2.188	    28.428	   -37.345	   -37.301	    46.263	    46.267
    -2.186	    28.353	   -37.253	   -37.209	    46.152	    46.157
    -2.184	    28.279	   -37.161	   -37.116	    46.042	    46.047
    -2.182	    28.205	   -37.069	   -37.025	    45.933	    45.937
